MdctQuestion,MdctStateForm,MdctAnswerEntry,MdctDescription,MdctRangeId,MdctLastModifiedBy,MdctLastModified,MdctCreatedBy,MdctCreatedDate,MdctRows
2019-21PW-01,RI-2019-1-21PW,RI-2019-1-21PW-1964-01,Ages 19 - 64,1964,Legacy SEDS,2021-06-22T11:45:26.117,Legacy SEDS,2021-06-22T11:45:26.117,"{""col1"": """", ""col2"": ""% of FPL 0-133"", ""col3"": ""% of FPL 134-200"", ""col4"": ""% of FPL 201-250"", ""col5"": ""% of FPL 251-300"", ""col6"": ""% of FPL 301-317""}, {""col1"": ""A. Fee For Service"", ""col2"": ""29"", ""col3"": ""68"", ""col4"": ""8"", ""col5"": ""0"", ""col6"": ""0""} , {""col1"": ""B. Man Care Arngmt"", ""col2"": ""140"", ""col3"": ""513"", ""col4"": ""62"", ""col5"": ""0"", ""col6"": ""0""} , {""col1"": ""C. Pri Care CA Mgt"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} "
2019-21PW-01,RI-2019-2-21PW,RI-2019-2-21PW-1964-01,Ages 19 - 64,1964,Legacy SEDS,2021-06-22T11:45:26.117,Legacy SEDS,2021-06-22T11:45:26.117,"{""col1"": """", ""col2"": ""% of FPL 0-133"", ""col3"": ""% of FPL 134-200"", ""col4"": ""% of FPL 201-250"", ""col5"": ""% of FPL 251-300"", ""col6"": ""% of FPL 301-317""}, {""col1"": ""A. Fee For Service"", ""col2"": ""49"", ""col3"": ""95"", ""col4"": ""11"", ""col5"": ""1"", ""col6"": ""0""} , {""col1"": ""B. Man Care Arngmt"", ""col2"": ""141"", ""col3"": ""511"", ""col4"": ""78"", ""col5"": ""0"", ""col6"": ""0""} , {""col1"": ""C. Pri Care CA Mgt"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} "
2019-21PW-01,RI-2019-3-21PW,RI-2019-3-21PW-1964-01,Ages 19 - 64,1964,Legacy SEDS,2021-06-22T11:45:26.117,Legacy SEDS,2021-06-22T11:45:26.117,"{""col1"": """", ""col2"": ""% of FPL 0-133"", ""col3"": ""% of FPL 134-200"", ""col4"": ""% of FPL 201-250"", ""col5"": ""% of FPL 251-300"", ""col6"": ""% of FPL 301-317""}, {""col1"": ""A. Fee For Service"", ""col2"": ""38"", ""col3"": ""59"", ""col4"": ""16"", ""col5"": ""0"", ""col6"": ""0""} , {""col1"": ""B. Man Care Arngmt"", ""col2"": ""85"", ""col3"": ""407"", ""col4"": ""76"", ""col5"": ""0"", ""col6"": ""0""} , {""col1"": ""C. Pri Care CA Mgt"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} "
2019-21PW-01,RI-2019-4-21PW,RI-2019-4-21PW-1964-01,Ages 19 - 64,1964,Legacy SEDS,2021-06-22T11:45:26.117,Legacy SEDS,2021-06-22T11:45:26.117,"{""col1"": """", ""col2"": ""% of FPL 0-133"", ""col3"": ""% of FPL 134-200"", ""col4"": ""% of FPL 201-250"", ""col5"": ""% of FPL 251-300"", ""col6"": ""% of FPL 301-317""}, {""col1"": ""A. Fee For Service"", ""col2"": ""8"", ""col3"": ""48"", ""col4"": ""9"", ""col5"": ""0"", ""col6"": ""0""} , {""col1"": ""B. Man Care Arngmt"", ""col2"": ""37"", ""col3"": ""423"", ""col4"": ""83"", ""col5"": ""0"", ""col6"": ""0""} , {""col1"": ""C. Pri Care CA Mgt"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} "
2019-21PW-02,CO-2019-2-21PW,CO-2019-2-21PW-1964-02,Ages 19 - 64,1964,Legacy SEDS,2021-06-22T11:45:26.117,Legacy SEDS,2021-06-22T11:45:26.117,"{""col1"": """", ""col2"": ""% of FPL 0-133"", ""col3"": ""% of FPL 134-200"", ""col4"": ""% of FPL 201-250"", ""col5"": ""% of FPL 251-300"", ""col6"": ""% of FPL 301-317""}, {""col1"": ""A. Fee For Service"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} , {""col1"": ""B. Man Care Arngmt"", ""col2"": ""60"", ""col3"": ""53"", ""col4"": ""307"", ""col5"": ""62"", ""col6"": ""0""} , {""col1"": ""C. Pri Care CA Mgt"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} "
2019-21PW-02,CO-2019-3-21PW,CO-2019-3-21PW-1964-02,Ages 19 - 64,1964,Legacy SEDS,2021-06-22T11:45:26.117,Legacy SEDS,2021-06-22T11:45:26.117,"{""col1"": """", ""col2"": ""% of FPL 0-133"", ""col3"": ""% of FPL 134-200"", ""col4"": ""% of FPL 201-250"", ""col5"": ""% of FPL 251-300"", ""col6"": ""% of FPL 301-317""}, {""col1"": ""A. Fee For Service"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} , {""col1"": ""B. Man Care Arngmt"", ""col2"": ""79"", ""col3"": ""69"", ""col4"": ""291"", ""col5"": ""74"", ""col6"": ""0""} , {""col1"": ""C. Pri Care CA Mgt"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} "
2019-21PW-02,CO-2019-4-21PW,CO-2019-4-21PW-1964-02,Ages 19 - 64,1964,Legacy SEDS,2021-06-22T11:45:26.117,Legacy SEDS,2021-06-22T11:45:26.117,"{""col1"": """", ""col2"": ""% of FPL 0-133"", ""col3"": ""% of FPL 134-200"", ""col4"": ""% of FPL 201-250"", ""col5"": ""% of FPL 251-300"", ""col6"": ""% of FPL 301-317""}, {""col1"": ""A. Fee For Service"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} , {""col1"": ""B. Man Care Arngmt"", ""col2"": ""31"", ""col3"": ""36"", ""col4"": ""235"", ""col5"": ""54"", ""col6"": ""0""} , {""col1"": ""C. Pri Care CA Mgt"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} "
2019-21PW-02,MO-2019-1-21PW,MO-2019-1-21PW-1964-02,Ages 19 - 64,1964,Legacy SEDS,2021-06-22T11:45:26.117,Legacy SEDS,2021-06-22T11:45:26.117,"{""col1"": """", ""col2"": ""% of FPL 0-133"", ""col3"": ""% of FPL 134-200"", ""col4"": ""% of FPL 201-250"", ""col5"": ""% of FPL 251-300"", ""col6"": ""% of FPL 301-317""}, {""col1"": ""A. Fee For Service"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} , {""col1"": ""B. Man Care Arngmt"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} , {""col1"": ""C. Pri Care CA Mgt"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} "
2019-21PW-02,MO-2019-2-21PW,MO-2019-2-21PW-1964-02,Ages 19 - 64,1964,Legacy SEDS,2021-06-22T11:45:26.117,Legacy SEDS,2021-06-22T11:45:26.117,"{""col1"": """", ""col2"": ""% of FPL 0-133"", ""col3"": ""% of FPL 134-200"", ""col4"": ""% of FPL 201-250"", ""col5"": ""% of FPL 251-300"", ""col6"": ""% of FPL 301-317""}, {""col1"": ""A. Fee For Service"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} , {""col1"": ""B. Man Care Arngmt"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} , {""col1"": ""C. Pri Care CA Mgt"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} "
2019-21PW-02,MO-2019-3-21PW,MO-2019-3-21PW-1964-02,Ages 19 - 64,1964,Legacy SEDS,2021-06-22T11:45:26.117,Legacy SEDS,2021-06-22T11:45:26.117,"{""col1"": """", ""col2"": ""% of FPL 0-133"", ""col3"": ""% of FPL 134-200"", ""col4"": ""% of FPL 201-250"", ""col5"": ""% of FPL 251-300"", ""col6"": ""% of FPL 301-317""}, {""col1"": ""A. Fee For Service"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} , {""col1"": ""B. Man Care Arngmt"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} , {""col1"": ""C. Pri Care CA Mgt"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} "
2019-21PW-02,MO-2019-4-21PW,MO-2019-4-21PW-1964-02,Ages 19 - 64,1964,Legacy SEDS,2021-06-22T11:45:26.117,Legacy SEDS,2021-06-22T11:45:26.117,"{""col1"": """", ""col2"": ""% of FPL 0-133"", ""col3"": ""% of FPL 134-200"", ""col4"": ""% of FPL 201-250"", ""col5"": ""% of FPL 251-300"", ""col6"": ""% of FPL 301-317""}, {""col1"": ""A. Fee For Service"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} , {""col1"": ""B. Man Care Arngmt"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} , {""col1"": ""C. Pri Care CA Mgt"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} "
2019-21PW-02,NJ-2019-1-21PW,NJ-2019-1-21PW-1964-02,Ages 19 - 64,1964,Legacy SEDS,2021-06-22T11:45:26.117,Legacy SEDS,2021-06-22T11:45:26.117,"{""col1"": """", ""col2"": ""% of FPL 0-133"", ""col3"": ""% of FPL 134-200"", ""col4"": ""% of FPL 201-250"", ""col5"": ""% of FPL 251-300"", ""col6"": ""% of FPL 301-317""}, {""col1"": ""A. Fee For Service"", ""col2"": ""22"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} , {""col1"": ""B. Man Care Arngmt"", ""col2"": ""9"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} , {""col1"": ""C. Pri Care CA Mgt"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} "
2019-21PW-02,NJ-2019-2-21PW,NJ-2019-2-21PW-1964-02,Ages 19 - 64,1964,Legacy SEDS,2021-06-22T11:45:26.117,Legacy SEDS,2021-06-22T11:45:26.117,"{""col1"": """", ""col2"": ""% of FPL 0-133"", ""col3"": ""% of FPL 134-200"", ""col4"": ""% of FPL 201-250"", ""col5"": ""% of FPL 251-300"", ""col6"": ""% of FPL 301-317""}, {""col1"": ""A. Fee For Service"", ""col2"": ""0"", ""col3"": ""35"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} , {""col1"": ""B. Man Care Arngmt"", ""col2"": ""0"", ""col3"": ""17"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} , {""col1"": ""C. Pri Care CA Mgt"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} "
2019-21PW-02,NJ-2019-3-21PW,NJ-2019-3-21PW-1964-02,Ages 19 - 64,1964,Legacy SEDS,2021-06-22T11:45:26.117,Legacy SEDS,2021-06-22T11:45:26.117,"{""col1"": """", ""col2"": ""% of FPL 0-133"", ""col3"": ""% of FPL 134-200"", ""col4"": ""% of FPL 201-250"", ""col5"": ""% of FPL 251-300"", ""col6"": ""% of FPL 301-317""}, {""col1"": ""A. Fee For Service"", ""col2"": ""0"", ""col3"": ""24"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} , {""col1"": ""B. Man Care Arngmt"", ""col2"": ""0"", ""col3"": ""9"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} , {""col1"": ""C. Pri Care CA Mgt"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} "
2019-21PW-02,NJ-2019-4-21PW,NJ-2019-4-21PW-1964-02,Ages 19 - 64,1964,Legacy SEDS,2021-06-22T11:45:26.117,Legacy SEDS,2021-06-22T11:45:26.117,"{""col1"": """", ""col2"": ""% of FPL 0-133"", ""col3"": ""% of FPL 134-200"", ""col4"": ""% of FPL 201-250"", ""col5"": ""% of FPL 251-300"", ""col6"": ""% of FPL 301-317""}, {""col1"": ""A. Fee For Service"", ""col2"": ""0"", ""col3"": ""23"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} , {""col1"": ""B. Man Care Arngmt"", ""col2"": ""0"", ""col3"": ""15"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} , {""col1"": ""C. Pri Care CA Mgt"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} "
2019-21PW-02,RI-2019-1-21PW,RI-2019-1-21PW-1964-02,Ages 19 - 64,1964,Legacy SEDS,2021-06-22T11:45:26.117,Legacy SEDS,2021-06-22T11:45:26.117,"{""col1"": """", ""col2"": ""% of FPL 0-133"", ""col3"": ""% of FPL 134-200"", ""col4"": ""% of FPL 201-250"", ""col5"": ""% of FPL 251-300"", ""col6"": ""% of FPL 301-317""}, {""col1"": ""A. Fee For Service"", ""col2"": ""7"", ""col3"": ""40"", ""col4"": ""1"", ""col5"": ""0"", ""col6"": ""0""} , {""col1"": ""B. Man Care Arngmt"", ""col2"": ""39"", ""col3"": ""146"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} , {""col1"": ""C. Pri Care CA Mgt"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} "
2019-21PW-02,RI-2019-2-21PW,RI-2019-2-21PW-1964-02,Ages 19 - 64,1964,Legacy SEDS,2021-06-22T11:45:26.117,Legacy SEDS,2021-06-22T11:45:26.117,"{""col1"": """", ""col2"": ""% of FPL 0-133"", ""col3"": ""% of FPL 134-200"", ""col4"": ""% of FPL 201-250"", ""col5"": ""% of FPL 251-300"", ""col6"": ""% of FPL 301-317""}, {""col1"": ""A. Fee For Service"", ""col2"": ""18"", ""col3"": ""45"", ""col4"": ""0"", ""col5"": ""1"", ""col6"": ""0""} , {""col1"": ""B. Man Care Arngmt"", ""col2"": ""40"", ""col3"": ""122"", ""col4"": ""1"", ""col5"": ""0"", ""col6"": ""0""} , {""col1"": ""C. Pri Care CA Mgt"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} "
2019-21PW-02,RI-2019-3-21PW,RI-2019-3-21PW-1964-02,Ages 19 - 64,1964,Legacy SEDS,2021-06-22T11:45:26.117,Legacy SEDS,2021-06-22T11:45:26.117,"{""col1"": """", ""col2"": ""% of FPL 0-133"", ""col3"": ""% of FPL 134-200"", ""col4"": ""% of FPL 201-250"", ""col5"": ""% of FPL 251-300"", ""col6"": ""% of FPL 301-317""}, {""col1"": ""A. Fee For Service"", ""col2"": ""7"", ""col3"": ""15"", ""col4"": ""1"", ""col5"": ""0"", ""col6"": ""0""} , {""col1"": ""B. Man Care Arngmt"", ""col2"": ""15"", ""col3"": ""67"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} , {""col1"": ""C. Pri Care CA Mgt"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} "
2019-21PW-02,RI-2019-4-21PW,RI-2019-4-21PW-1964-02,Ages 19 - 64,1964,Legacy SEDS,2021-06-22T11:45:26.117,Legacy SEDS,2021-06-22T11:45:26.117,"{""col1"": """", ""col2"": ""% of FPL 0-133"", ""col3"": ""% of FPL 134-200"", ""col4"": ""% of FPL 201-250"", ""col5"": ""% of FPL 251-300"", ""col6"": ""% of FPL 301-317""}, {""col1"": ""A. Fee For Service"", ""col2"": ""0"", ""col3"": ""9"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} , {""col1"": ""B. Man Care Arngmt"", ""col2"": ""5"", ""col3"": ""87"", ""col4"": ""1"", ""col5"": ""0"", ""col6"": ""0""} , {""col1"": ""C. Pri Care CA Mgt"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} "
2019-21PW-03,CO-2019-2-21PW,CO-2019-2-21PW-1964-03,Ages 19 - 64,1964,Legacy SEDS,2021-06-22T11:45:26.117,Legacy SEDS,2021-06-22T11:45:26.117,"{""col1"": """", ""col2"": ""% of FPL 0-133"", ""col3"": ""% of FPL 134-200"", ""col4"": ""% of FPL 201-250"", ""col5"": ""% of FPL 251-300"", ""col6"": ""% of FPL 301-317""}, {""col1"": ""A. Fee For Service"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} , {""col1"": ""B. Man Care Arngmt"", ""col2"": ""98"", ""col3"": ""57"", ""col4"": ""117"", ""col5"": ""74"", ""col6"": ""0""} , {""col1"": ""C. Pri Care CA Mgt"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} "
