MdctQuestion,MdctStateForm,MdctAnswerEntry,MdctDescription,MdctRangeId,MdctLastModifiedBy,MdctLastModified,MdctCreatedBy,MdctCreatedDate,MdctRows
2019-GRE-01,AZ-2019-3-GRE,AZ-2019-3-GRE-0018-01,All Ages,18,Legacy SEDS,2021-06-22T13:02:28.430,Legacy SEDS,2021-06-22T13:02:28.430,"{""col1"": """", ""col2"": ""21E Enrolled"", ""col3"": ""64.21E Enrolled"", ""col4"": ""Total CHIP Enrolled"", ""col5"": ""64.EC Enrolled"", ""col6"": ""21PW Enrolled""}, {""col1"": ""1. Female"", ""col2"": ""18896"", ""col3"": ""34828"", ""col4"": ""53724"", ""col5"": ""387249"", ""col6"": ""0""} , {""col1"": ""2. Male"", ""col2"": ""19654"", ""col3"": ""35980"", ""col4"": ""55634"", ""col5"": ""399535"", ""col6"": ""0""} , {""col1"": ""3. Unspecified Gender"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} "
2019-GRE-01,AZ-2019-4-GRE,AZ-2019-4-GRE-0018-01,All Ages,18,Legacy SEDS,2021-06-22T13:02:28.430,Legacy SEDS,2021-06-22T13:02:28.430,"{""col1"": """", ""col2"": ""21E Enrolled"", ""col3"": ""64.21E Enrolled"", ""col4"": ""Total CHIP Enrolled"", ""col5"": ""64.EC Enrolled"", ""col6"": ""21PW Enrolled""}, {""col1"": ""1. Female"", ""col2"": ""19271"", ""col3"": ""33723"", ""col4"": ""52994"", ""col5"": ""389836"", ""col6"": ""0""} , {""col1"": ""2. Male"", ""col2"": ""20169"", ""col3"": ""34673"", ""col4"": ""54842"", ""col5"": ""402888"", ""col6"": ""0""} , {""col1"": ""3. Unspecified Gender"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} "
2019-GRE-01,CA-2019-1-GRE,CA-2019-1-GRE-0018-01,All Ages,18,Legacy SEDS,2021-06-22T13:02:28.430,Legacy SEDS,2021-06-22T13:02:28.430,"{""col1"": """", ""col2"": ""21E Enrolled"", ""col3"": ""64.21E Enrolled"", ""col4"": ""Total CHIP Enrolled"", ""col5"": ""64.EC Enrolled"", ""col6"": ""21PW Enrolled""}, {""col1"": ""1. Female"", ""col2"": ""0"", ""col3"": ""1.91819e+006"", ""col4"": ""1.91819e+006"", ""col5"": ""5.42727e+006"", ""col6"": ""0""} , {""col1"": ""2. Male"", ""col2"": ""0"", ""col3"": ""2.00449e+006"", ""col4"": ""2.00449e+006"", ""col5"": ""5.58139e+006"", ""col6"": ""0""} , {""col1"": ""3. Unspecified Gender"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} "
2019-GRE-01,CA-2019-2-GRE,CA-2019-2-GRE-0018-01,All Ages,18,Legacy SEDS,2021-06-22T13:02:28.430,Legacy SEDS,2021-06-22T13:02:28.430,"{""col1"": """", ""col2"": ""21E Enrolled"", ""col3"": ""64.21E Enrolled"", ""col4"": ""Total CHIP Enrolled"", ""col5"": ""64.EC Enrolled"", ""col6"": ""21PW Enrolled""}, {""col1"": ""1. Female"", ""col2"": ""0"", ""col3"": ""1.92068e+006"", ""col4"": ""1.92068e+006"", ""col5"": ""5.37677e+006"", ""col6"": ""0""} , {""col1"": ""2. Male"", ""col2"": ""0"", ""col3"": ""2.00709e+006"", ""col4"": ""2.00709e+006"", ""col5"": ""5.52946e+006"", ""col6"": ""0""} , {""col1"": ""3. Unspecified Gender"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} "
2019-GRE-01,CA-2019-3-GRE,CA-2019-3-GRE-0018-01,All Ages,18,Legacy SEDS,2021-06-22T13:02:28.430,Legacy SEDS,2021-06-22T13:02:28.430,"{""col1"": """", ""col2"": ""21E Enrolled"", ""col3"": ""64.21E Enrolled"", ""col4"": ""Total CHIP Enrolled"", ""col5"": ""64.EC Enrolled"", ""col6"": ""21PW Enrolled""}, {""col1"": ""1. Female"", ""col2"": ""0"", ""col3"": ""1.92068e+006"", ""col4"": ""1.92068e+006"", ""col5"": ""5.26811e+006"", ""col6"": ""0""} , {""col1"": ""2. Male"", ""col2"": ""0"", ""col3"": ""1.99109e+006"", ""col4"": ""1.99109e+006"", ""col5"": ""5.5272e+006"", ""col6"": ""0""} , {""col1"": ""3. Unspecified Gender"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} "
2019-GRE-01,CA-2019-4-GRE,CA-2019-4-GRE-0018-01,All Ages,18,Legacy SEDS,2021-06-22T13:02:28.430,Legacy SEDS,2021-06-22T13:02:28.430,"{""col1"": """", ""col2"": ""21E Enrolled"", ""col3"": ""64.21E Enrolled"", ""col4"": ""Total CHIP Enrolled"", ""col5"": ""64.EC Enrolled"", ""col6"": ""21PW Enrolled""}, {""col1"": ""1. Female"", ""col2"": ""0"", ""col3"": ""1.91636e+006"", ""col4"": ""1.91636e+006"", ""col5"": ""5.24162e+006"", ""col6"": ""0""} , {""col1"": ""2. Male"", ""col2"": ""0"", ""col3"": ""1.98661e+006"", ""col4"": ""1.98661e+006"", ""col5"": ""5.49941e+006"", ""col6"": ""0""} , {""col1"": ""3. Unspecified Gender"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} "
2019-GRE-01,CT-2019-1-GRE,CT-2019-1-GRE-0018-01,All Ages,18,Legacy SEDS,2021-06-22T13:02:28.430,Legacy SEDS,2021-06-22T13:02:28.430,"{""col1"": """", ""col2"": ""21E Enrolled"", ""col3"": ""64.21E Enrolled"", ""col4"": ""Total CHIP Enrolled"", ""col5"": ""64.EC Enrolled"", ""col6"": ""21PW Enrolled""}, {""col1"": ""1. Female"", ""col2"": ""10465"", ""col3"": ""0"", ""col4"": ""10465"", ""col5"": ""161878"", ""col6"": ""0""} , {""col1"": ""2. Male"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} , {""col1"": ""3. Unspecified Gender"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} "
2019-GRE-01,CT-2019-2-GRE,CT-2019-2-GRE-0018-01,All Ages,18,Legacy SEDS,2021-06-22T13:02:28.430,Legacy SEDS,2021-06-22T13:02:28.430,"{""col1"": """", ""col2"": ""21E Enrolled"", ""col3"": ""64.21E Enrolled"", ""col4"": ""Total CHIP Enrolled"", ""col5"": ""64.EC Enrolled"", ""col6"": ""21PW Enrolled""}, {""col1"": ""1. Female"", ""col2"": ""10416"", ""col3"": ""0"", ""col4"": ""10416"", ""col5"": ""161964"", ""col6"": ""0""} , {""col1"": ""2. Male"", ""col2"": ""10713"", ""col3"": ""0"", ""col4"": ""10713"", ""col5"": ""166496"", ""col6"": ""0""} , {""col1"": ""3. Unspecified Gender"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} "
2019-GRE-01,CT-2019-3-GRE,CT-2019-3-GRE-0018-01,All Ages,18,Legacy SEDS,2021-06-22T13:02:28.430,Legacy SEDS,2021-06-22T13:02:28.430,"{""col1"": """", ""col2"": ""21E Enrolled"", ""col3"": ""64.21E Enrolled"", ""col4"": ""Total CHIP Enrolled"", ""col5"": ""64.EC Enrolled"", ""col6"": ""21PW Enrolled""}, {""col1"": ""1. Female"", ""col2"": ""10375"", ""col3"": ""0"", ""col4"": ""10375"", ""col5"": ""160820"", ""col6"": ""0""} , {""col1"": ""2. Male"", ""col2"": ""10603"", ""col3"": ""0"", ""col4"": ""10603"", ""col5"": ""165389"", ""col6"": ""0""} , {""col1"": ""3. Unspecified Gender"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} "
2019-GRE-01,CT-2019-4-GRE,CT-2019-4-GRE-0018-01,All Ages,18,Legacy SEDS,2021-06-22T13:02:28.430,Legacy SEDS,2021-06-22T13:02:28.430,"{""col1"": """", ""col2"": ""21E Enrolled"", ""col3"": ""64.21E Enrolled"", ""col4"": ""Total CHIP Enrolled"", ""col5"": ""64.EC Enrolled"", ""col6"": ""21PW Enrolled""}, {""col1"": ""1. Female"", ""col2"": ""10558"", ""col3"": ""12607"", ""col4"": ""23165"", ""col5"": ""160797"", ""col6"": ""177627""} , {""col1"": ""2. Male"", ""col2"": ""10909"", ""col3"": ""13091"", ""col4"": ""24000"", ""col5"": ""165810"", ""col6"": ""0""} , {""col1"": ""3. Unspecified Gender"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} "
2019-GRE-01,DC-2019-1-GRE,DC-2019-1-GRE-0018-01,All Ages,18,Legacy SEDS,2021-06-22T13:02:28.430,Legacy SEDS,2021-06-22T13:02:28.430,"{""col1"": """", ""col2"": ""21E Enrolled"", ""col3"": ""64.21E Enrolled"", ""col4"": ""Total CHIP Enrolled"", ""col5"": ""64.EC Enrolled"", ""col6"": ""21PW Enrolled""}, {""col1"": ""1. Female"", ""col2"": ""2"", ""col3"": ""8086"", ""col4"": ""8088"", ""col5"": ""38527"", ""col6"": ""0""} , {""col1"": ""2. Male"", ""col2"": ""2"", ""col3"": ""8302"", ""col4"": ""8304"", ""col5"": ""39347"", ""col6"": ""0""} , {""col1"": ""3. Unspecified Gender"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} "
2019-GRE-01,DC-2019-2-GRE,DC-2019-2-GRE-0018-01,All Ages,18,Legacy SEDS,2021-06-22T13:02:28.430,Legacy SEDS,2021-06-22T13:02:28.430,"{""col1"": """", ""col2"": ""21E Enrolled"", ""col3"": ""64.21E Enrolled"", ""col4"": ""Total CHIP Enrolled"", ""col5"": ""64.EC Enrolled"", ""col6"": ""21PW Enrolled""}, {""col1"": ""1. Female"", ""col2"": ""1"", ""col3"": ""8334"", ""col4"": ""8335"", ""col5"": ""39083"", ""col6"": ""0""} , {""col1"": ""2. Male"", ""col2"": ""1"", ""col3"": ""8495"", ""col4"": ""8496"", ""col5"": ""40011"", ""col6"": ""0""} , {""col1"": ""3. Unspecified Gender"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} "
2019-GRE-01,DC-2019-3-GRE,DC-2019-3-GRE-0018-01,All Ages,18,Legacy SEDS,2021-06-22T13:02:28.430,Legacy SEDS,2021-06-22T13:02:28.430,"{""col1"": """", ""col2"": ""21E Enrolled"", ""col3"": ""64.21E Enrolled"", ""col4"": ""Total CHIP Enrolled"", ""col5"": ""64.EC Enrolled"", ""col6"": ""21PW Enrolled""}, {""col1"": ""1. Female"", ""col2"": ""0"", ""col3"": ""8683"", ""col4"": ""8683"", ""col5"": ""39421"", ""col6"": ""0""} , {""col1"": ""2. Male"", ""col2"": ""0"", ""col3"": ""8816"", ""col4"": ""8816"", ""col5"": ""40447"", ""col6"": ""0""} , {""col1"": ""3. Unspecified Gender"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} "
2019-GRE-01,DC-2019-4-GRE,DC-2019-4-GRE-0018-01,All Ages,18,Legacy SEDS,2021-06-22T13:02:28.430,Legacy SEDS,2021-06-22T13:02:28.430,"{""col1"": """", ""col2"": ""21E Enrolled"", ""col3"": ""64.21E Enrolled"", ""col4"": ""Total CHIP Enrolled"", ""col5"": ""64.EC Enrolled"", ""col6"": ""21PW Enrolled""}, {""col1"": ""1. Female"", ""col2"": ""0"", ""col3"": ""8890"", ""col4"": ""8890"", ""col5"": ""40198"", ""col6"": ""0""} , {""col1"": ""2. Male"", ""col2"": ""0"", ""col3"": ""9072"", ""col4"": ""9072"", ""col5"": ""41202"", ""col6"": ""0""} , {""col1"": ""3. Unspecified Gender"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""0"", ""col6"": ""0""} "
2019-GRE-01,DE-2019-1-GRE,DE-2019-1-GRE-0018-01,All Ages,18,Legacy SEDS,2021-06-22T13:02:28.430,Legacy SEDS,2021-06-22T13:02:28.430,"{""col1"": """", ""col2"": ""21E Enrolled"", ""col3"": ""64.21E Enrolled"", ""col4"": ""Total CHIP Enrolled"", ""col5"": ""64.EC Enrolled"", ""col6"": ""21PW Enrolled""}, {""col1"": ""1. Female"", ""col2"": ""4908"", ""col3"": ""710"", ""col4"": ""5618"", ""col5"": ""47693"", ""col6"": ""0""} , {""col1"": ""2. Male"", ""col2"": ""4953"", ""col3"": ""714"", ""col4"": ""5667"", ""col5"": ""49483"", ""col6"": ""0""} , {""col1"": ""3. Unspecified Gender"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""2"", ""col6"": ""0""} "
2019-GRE-01,DE-2019-2-GRE,DE-2019-2-GRE-0018-01,All Ages,18,Legacy SEDS,2021-06-22T13:02:28.430,Legacy SEDS,2021-06-22T13:02:28.430,"{""col1"": """", ""col2"": ""21E Enrolled"", ""col3"": ""64.21E Enrolled"", ""col4"": ""Total CHIP Enrolled"", ""col5"": ""64.EC Enrolled"", ""col6"": ""21PW Enrolled""}, {""col1"": ""1. Female"", ""col2"": ""4872"", ""col3"": ""736"", ""col4"": ""5608"", ""col5"": ""47511"", ""col6"": ""0""} , {""col1"": ""2. Male"", ""col2"": ""4961"", ""col3"": ""742"", ""col4"": ""5703"", ""col5"": ""49327"", ""col6"": ""0""} , {""col1"": ""3. Unspecified Gender"", ""col2"": ""1"", ""col3"": ""0"", ""col4"": ""1"", ""col5"": ""2"", ""col6"": ""0""} "
2019-GRE-01,DE-2019-3-GRE,DE-2019-3-GRE-0018-01,All Ages,18,Legacy SEDS,2021-06-22T13:02:28.430,Legacy SEDS,2021-06-22T13:02:28.430,"{""col1"": """", ""col2"": ""21E Enrolled"", ""col3"": ""64.21E Enrolled"", ""col4"": ""Total CHIP Enrolled"", ""col5"": ""64.EC Enrolled"", ""col6"": ""21PW Enrolled""}, {""col1"": ""1. Female"", ""col2"": ""4904"", ""col3"": ""730"", ""col4"": ""5634"", ""col5"": ""47445"", ""col6"": ""0""} , {""col1"": ""2. Male"", ""col2"": ""4921"", ""col3"": ""730"", ""col4"": ""5651"", ""col5"": ""49248"", ""col6"": ""0""} , {""col1"": ""3. Unspecified Gender"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""2"", ""col6"": ""0""} "
2019-GRE-01,DE-2019-4-GRE,DE-2019-4-GRE-0018-01,All Ages,18,Legacy SEDS,2021-06-22T13:02:28.430,Legacy SEDS,2021-06-22T13:02:28.430,"{""col1"": """", ""col2"": ""21E Enrolled"", ""col3"": ""64.21E Enrolled"", ""col4"": ""Total CHIP Enrolled"", ""col5"": ""64.EC Enrolled"", ""col6"": ""21PW Enrolled""}, {""col1"": ""1. Female"", ""col2"": ""5355"", ""col3"": ""734"", ""col4"": ""6089"", ""col5"": ""47596"", ""col6"": ""0""} , {""col1"": ""2. Male"", ""col2"": ""5334"", ""col3"": ""787"", ""col4"": ""6121"", ""col5"": ""49398"", ""col6"": ""0""} , {""col1"": ""3. Unspecified Gender"", ""col2"": ""0"", ""col3"": ""0"", ""col4"": ""0"", ""col5"": ""1"", ""col6"": ""0""} "
